ID,Section,Subject,Name,Home Tuition (Y/N),Class,Roll Number,Attendance (%),Unit Test 1,Unit Test 2,Unit Test 3,Focus (0-10),Homework (0-10),Q&A (0-10),Doubt Asking Rate,Exam Prep (0-10),Special Problems Completion (%)
9A32,A,Physics,Pankaj Bajpai,Y,9,90132,87,47,99,81,10,10,8,0.6,10,63
9A32,A,Chemistry,Pankaj Bajpai,N,9,90132,98,64,96,74,7,4,8,0.5,4,97
9A32,A,Biology,Pankaj Bajpai,Y,9,90132,76,60,58,86,9,6,5,0.3,8,58
9A32,A,English,Pankaj Bajpai,N,9,90132,90,68,92,74,3,6,6,0.3,4,93
9A32,A,Social,Pankaj Bajpai,Y,9,90132,69,67,73,70,7,8,3,0.7,6,37
9A32,A,Painting,Pankaj Bajpai,Y,9,90132,68,73,92,94,5,5,3,0.6,6,100
9A33,A,Maths,Divya Malik,N,9,90133,98,73,75,99,3,10,4,1.0,3,64
9A33,A,Physics,Divya Malik,Y,9,90133,87,84,64,50,8,6,8,0.9,6,54
9A33,A,Chemistry,Divya Malik,Y,9,90133,86,71,53,70,4,5,7,0.2,9,35
9A33,A,Biology,Divya Malik,Y,9,90133,73,55,100,99,10,3,9,0.2,4,35
9A33,A,English,Divya Malik,N,9,90133,82,99,85,71,7,7,3,0.3,8,51
9A33,A,Social,Divya Malik,Y,9,90133,75,77,86,99,9,6,8,0.7,4,94
9A33,A,Painting,Divya Malik,N,9,90133,91,52,90,72,6,9,7,0.3,3,79
9A34,A,Maths,Prisha Shinde,N,9,90134,95,99,74,79,4,9,2,0.4,9,84
9A34,A,Physics,Prisha Shinde,N,9,90134,83,93,99,92,8,3,9,0.6,9,46
9A34,A,Chemistry,Prisha Shinde,Y,9,90134,80,49,93,40,10,3,10,0.8,9,31
9A34,A,Biology,Prisha Shinde,N,9,90134,85,41,61,46,5,10,5,0.4,7,68
9A34,A,English,Prisha Shinde,Y,9,90134,96,44,86,77,3,3,10,0.5,5,69
9A34,A,Social,Prisha Shinde,Y,9,90134,83,78,42,99,3,7,10,0.4,7,95
9A34,A,Painting,Prisha Shinde,N,9,90134,82,70,57,85,10,7,6,0.5,8,67
9A35,A,Maths,Sameer Chetty,N,9,90135,78,74,100,64,5,9,9,0.2,9,72
9A35,A,Physics,Sameer Chetty,Y,9,90135,90,53,66,80,9,3,9,0.5,6,98
9A35,A,Chemistry,Sameer Chetty,N,9,90135,79,79,84,48,10,8,8,0.7,5,90
9A35,A,Biology,Sameer Chetty,N,9,90135,97,85,50,75,6,9,5,0.2,4,63
9A35,A,English,Sameer Chetty,Y,9,90135,79,40,58,63,4,8,5,0.9,7,56
9A35,A,Social,Sameer Chetty,Y,9,90135,93,68,56,40,8,10,2,0.4,7,61
9A35,A,Painting,Sameer Chetty,N,9,90135,86,86,46,68,8,10,5,0.3,8,96
9A36,A,Maths,Ananya Kumar,N,9,90136,68,79,45,92,4,8,7,0.4,8,50
9A36,A,Physics,Ananya Kumar,N,9,90136,68,89,73,90,6,7,2,0.2,8,46
9A36,A,Chemistry,Ananya Kumar,Y,9,90136,92,97,92,50,4,5,4,0.9,3,99
9A36,A,Biology,Ananya Kumar,Y,9,90136,95,87,59,58,10,9,4,0.3,7,65
9A36,A,English,Ananya Kumar,Y,9,90136,65,55,91,66,10,10,7,0.6,5,38
9A36,A,Social,Ananya Kumar,N,9,90136,68,48,70,70,6,10,10,0.4,4,39
9A36,A,Painting,Ananya Kumar,Y,9,90136,92,58,85,99,8,9,6,0.5,6,56
9A37,A,Maths,Kabir Mahajan,Y,9,90137,93,98,96,50,10,7,4,0.2,5,76
9A37,A,Physics,Kabir Mahajan,N,9,90137,88,61,53,99,9,7,9,0.4,5,34
9A37,A,Chemistry,Kabir Mahajan,Y,9,90137,65,63,61,89,6,3,2,0.8,6,64
9A37,A,Biology,Kabir Mahajan,N,9,90137,96,79,85,95,7,8,6,0.3,10,45
9A37,A,English,Kabir Mahajan,Y,9,90137,92,95,45,40,6,4,4,1.0,8,48
9A37,A,Social,Kabir Mahajan,N,9,90137,82,91,97,53,5,6,9,0.3,3,53
9A37,A,Painting,Kabir Mahajan,Y,9,90137,99,74,59,91,5,6,4,0.5,7,92
9A38,A,Maths,Divya Sidhu,Y,9,90138,85,70,58,51,10,5,2,1.0,3,44
9A38,A,Physics,Divya Sidhu,Y,9,90138,75,58,79,53,9,5,5,1.0,7,47
9A38,A,Chemistry,Divya Sidhu,Y,9,90138,84,100,54,70,4,6,8,0.6,3,53
9A38,A,Biology,Divya Sidhu,Y,9,90138,77,78,61,83,4,5,4,0.9,3,55
9A38,A,English,Divya Sidhu,Y,9,90138,99,91,53,89,4,9,8,0.9,7,45
9A38,A,Social,Divya Sidhu,Y,9,90138,84,46,93,77,8,5,2,0.9,4,83
9A38,A,Painting,Divya Sidhu,Y,9,90138,69,48,70,98,5,4,2,0.6,6,33
9A39,A,Maths,Pranav Banerjee,Y,9,90139,78,100,69,74,5,3,4,0.5,8,90
9A39,A,Physics,Pranav Banerjee,N,9,90139,71,64,81,91,4,5,9,0.3,3,48
9A39,A,Chemistry,Pranav Banerjee,Y,9,90139,85,67,56,55,3,6,9,0.1,10,66
9A39,A,Biology,Pranav Banerjee,N,9,90139,79,57,54,78,10,5,7,0.3,6,51
9A39,A,English,Pranav Banerjee,Y,9,90139,88,63,51,52,9,10,7,0.4,8,89
9A39,A,Social,Pranav Banerjee,N,9,90139,65,85,46,65,4,5,6,0.9,3,80
9A39,A,Painting,Pranav Banerjee,N,9,90139,73,96,66,63,7,4,4,0.9,9,88
9A40,A,Maths,Pranav Goel,Y,9,90140,80,77,73,87,4,3,9,0.9,4,60
9A40,A,Physics,Pranav Goel,N,9,90140,90,49,57,76,4,4,2,1.0,7,37
9A40,A,Chemistry,Pranav Goel,Y,9,90140,88,57,53,98,7,8,3,0.9,10,97
9A40,A,Biology,Pranav Goel,N,9,90140,81,77,73,57,8,9,9,0.4,9,37
9A40,A,English,Pranav Goel,N,9,90140,84,94,95,98,10,4,8,0.1,10,93
9A40,A,Social,Pranav Goel,N,9,90140,71,61,60,68,8,4,5,0.5,5,95
9A40,A,Painting,Pranav Goel,N,9,90140,73,99,83,41,5,4,10,0.2,6,37
9B1,B,Maths,Barkha Gill,N,9,90201,81,79,84,93,4,7,8,0.2,6,84
9B1,B,Physics,Barkha Gill,Y,9,90201,92,50,67,69,5,8,10,0.3,10,57
9B1,B,Chemistry,Barkha Gill,N,9,90201,88,92,49,50,10,10,10,0.1,7,98
9B1,B,Biology,Barkha Gill,N,9,90201,71,68,68,74,5,6,3,0.9,4,58
9B1,B,English,Barkha Gill,N,9,90201,92,66,41,72,6,8,5,0.6,4,87
9B1,B,Social,Barkha Gill,N,9,90201,76,48,90,42,3,7,2,0.5,10,38
9B1,B,Painting,Barkha Gill,Y,9,90201,99,55,92,66,6,6,8,0.5,9,71
9B2,B,Maths,Rohan Das,N,9,90202,76,42,52,43,6,3,4,0.6,9,38
9B2,B,Physics,Rohan Das,N,9,90202,92,59,55,57,9,3,9,0.2,3,86
9B2,B,Chemistry,Rohan Das,Y,9,90202,99,91,77,43,5,7,5,0.9,3,85
9B2,B,Biology,Rohan Das,N,9,90202,99,95,91,77,9,4,5,0.4,10,96
9B2,B,English,Rohan Das,N,9,90202,94,77,96,45,4,7,4,0.3,9,92
9B2,B,Social,Rohan Das,N,9,90202,72,55,46,75,6,3,4,0.6,7,56
9B2,B,Painting,Rohan Das,N,9,90202,72,72,52,75,10,9,4,0.8,6,63
9B3,B,Maths,Arun Khanna,Y,9,90203,68,49,48,55,5,9,5,0.7,9,70
9B3,B,Physics,Arun Khanna,Y,9,90203,98,90,80,52,8,10,3,0.6,7,80
9B3,B,Chemistry,Arun Khanna,N,9,90203,81,42,56,89,3,10,4,1.0,6,88
9B3,B,Biology,Arun Khanna,Y,9,90203,95,45,86,41,3,3,10,0.3,10,67
9B3,B,English,Arun Khanna,N,9,90203,77,67,42,66,10,4,9,0.4,7,58
9B3,B,Social,Arun Khanna,N,9,90203,69,94,80,98,8,9,3,0.6,9,87
9B3,B,Painting,Arun Khanna,N,9,90203,72,69,49,96,3,10,2,0.8,7,45
9B4,B,Maths,Tushar Malhotra,N,9,90204,100,73,53,41,9,9,10,0.8,5,100
9B4,B,Physics,Tushar Malhotra,Y,9,90204,77,55,99,50,3,10,7,0.4,6,97
9B4,B,Chemistry,Tushar Malhotra,N,9,90204,83,71,42,88,7,4,2,0.2,9,57
9B4,B,Biology,Tushar Malhotra,Y,9,90204,71,68,97,59,4,9,2,0.8,5,95
9B4,B,English,Tushar Malhotra,N,9,90204,76,95,91,51,5,7,10,0.9,3,38
9B4,B,Social,Tushar Malhotra,N,9,90204,68,73,63,76,5,3,9,0.4,5,74
9B4,B,Painting,Tushar Malhotra,Y,9,90204,91,42,94,49,6,9,3,0.4,4,97
9B5,B,Maths,Rudra Bhatt,Y,9,90205,80,69,100,78,8,10,9,0.5,6,72
9B5,B,Physics,Rudra Bhatt,Y,9,90205,74,86,85,96,6,7,2,0.8,4,55
9B5,B,Chemistry,Rudra Bhatt,N,9,90205,74,52,59,73,4,10,6,0.8,8,32
9B5,B,Biology,Rudra Bhatt,N,9,90205,86,70,50,90,5,3,6,0.8,8,95
9B5,B,English,Rudra Bhatt,Y,9,90205,94,42,87,56,7,7,4,0.4,3,82
9B5,B,Social,Rudra Bhatt,N,9,90205,85,80,54,98,10,4,3,0.3,4,64
9B5,B,Painting,Rudra Bhatt,Y,9,90205,67,73,98,67,10,4,9,0.3,8,60
9B6,B,Maths,Arjun Malhotra,N,9,90206,85,72,85,83,8,9,10,0.6,4,59
9B6,B,Physics,Arjun Malhotra,Y,9,90206,69,85,87,74,10,7,5,0.9,3,67
9B6,B,Chemistry,Arjun Malhotra,N,9,90206,76,57,84,88,9,10,7,0.6,8,57
9B6,B,Biology,Arjun Malhotra,N,9,90206,73,91,63,84,9,6,9,0.7,3,36
9B6,B,English,Arjun Malhotra,Y,9,90206,99,91,87,60,9,6,6,0.7,6,66
9B6,B,Social,Arjun Malhotra,N,9,90206,89,87,79,98,5,10,7,0.5,3,32
9B6,B,Painting,Arjun Malhotra,Y,9,90206,69,42,70,63,9,3,10,0.4,8,90
9B7,B,Maths,Priya Joshi,N,9,90207,70,74,72,73,3,8,3,0.3,5,50
9B7,B,Physics,Priya Joshi,Y,9,90207,71,42,55,53,10,10,7,0.9,3,48
9B7,B,Chemistry,Priya Joshi,Y,9,90207,75,41,84,79,7,4,2,0.7,8,37
9B7,B,Biology,Priya Joshi,Y,9,90207,80,99,43,71,10,4,3,0.3,9,47
9B7,B,English,Priya Joshi,N,9,90207,93,59,53,58,5,9,8,0.3,8,96
9B7,B,Social,Priya Joshi,N,9,90207,75,53,56,90,7,8,5,0.7,5,81
9B7,B,Painting,Priya Joshi,Y,9,90207,80,97,96,64,3,6,5,0.6,10,78
9B8,B,Maths,Nisha Pandey,Y,9,90208,80,45,66,58,4,10,8,0.9,5,99
9B8,B,Physics,Nisha Pandey,Y,9,90208,97,69,51,74,3,7,2,0.6,4,34
9B8,B,Chemistry,Nisha Pandey,Y,9,90208,76,47,76,98,9,8,3,0.4,9,49
9B8,B,Biology,Nisha Pandey,N,9,90208,68,86,67,88,3,8,3,0.4,9,96
9B8,B,English,Nisha Pandey,N,9,90208,65,71,71,79,5,8,3,0.8,7,48
9B8,B,Social,Nisha Pandey,Y,9,90208,89,89,78,97,8,7,2,0.1,10,39
9B8,B,Painting,Nisha Pandey,Y,9,90208,78,53,68,96,5,4,4,0.2,10,66
9B9,B,Maths,Poonam Das,Y,9,90209,98,84,86,90,7,9,6,0.3,4,64
9B9,B,Physics,Poonam Das,N,9,90209,67,72,94,72,9,4,7,0.8,5,49
9B9,B,Chemistry,Poonam Das,N,9,90209,70,52,76,41,3,5,5,0.9,8,59
9B9,B,Biology,Poonam Das,Y,9,90209,70,70,62,61,8,4,10,0.3,9,63
9B9,B,English,Poonam Das,Y,9,90209,85,76,65,64,10,4,8,0.3,10,89
9B9,B,Social,Poonam Das,Y,9,90209,100,41,52,70,6,6,9,0.9,8,91
9B9,B,Painting,Poonam Das,N,9,90209,77,78,50,58,7,6,4,0.6,8,36
9B10,B,Maths,Aarti Banerjee,N,9,90210,67,76,81,73,8,10,7,1.0,8,78
9B10,B,Physics,Aarti Banerjee,Y,9,90210,69,40,59,49,7,5,8,0.2,9,55
9B10,B,Chemistry,Aarti Banerjee,Y,9,90210,73,65,93,65,4,6,2,1.0,6,33
9B10,B,Biology,Aarti Banerjee,N,9,90210,71,53,58,58,6,6,5,0.6,7,71
9B10,B,English,Aarti Banerjee,Y,9,90210,88,41,61,64,6,9,7,0.8,8,100
9B10,B,Social,Aarti Banerjee,N,9,90210,90,66,45,56,5,6,5,0.4,8,59
9B10,B,Painting,Aarti Banerjee,Y,9,90210,75,83,56,71,6,7,5,0.2,5,74
9B11,B,Maths,Neha Srivastava,Y,9,90211,70,83,48,44,8,8,5,0.4,6,59
9B11,B,Physics,Neha Srivastava,Y,9,90211,65,92,59,74,10,8,10,1.0,4,75
9B11,B,Chemistry,Neha Srivastava,Y,9,90211,90,52,46,87,10,9,6,0.2,9,66
9B11,B,Biology,Neha Srivastava,N,9,90211,99,96,85,75,10,3,4,0.4,5,66
9B11,B,English,Neha Srivastava,Y,9,90211,88,83,41,86,8,7,5,0.6,9,86
9B11,B,Social,Neha Srivastava,N,9,90211,88,74,76,90,5,7,4,1.0,8,73
9B11,B,Painting,Neha Srivastava,N,9,90211,67,96,100,50,10,9,5,0.6,4,38
9B12,B,Maths,Aanchal Kapoor,Y,9,90212,77,85,79,56,3,5,4,0.6,9,39
9B12,B,Physics,Aanchal Kapoor,Y,9,90212,89,46,42,69,7,7,3,0.6,4,52
9B12,B,Chemistry,Aanchal Kapoor,N,9,90212,94,87,91,90,10,7,10,0.1,5,44
9B12,B,Biology,Aanchal Kapoor,N,9,90212,85,74,84,48,10,4,9,0.4,4,43
9B12,B,English,Aanchal Kapoor,N,9,90212,95,83,94,92,5,4,4,0.4,3,67
9B12,B,Social,Aanchal Kapoor,Y,9,90212,91,78,92,60,7,6,5,0.6,3,83
9B12,B,Painting,Aanchal Kapoor,N,9,90212,84,64,41,44,7,8,10,0.3,4,64
9B13,B,Maths,Yash Joshi,N,9,90213,83,46,68,69,7,10,9,0.8,3,43
9B13,B,Physics,Yash Joshi,Y,9,90213,85,45,94,48,4,5,3,0.4,4,30
9B13,B,Chemistry,Yash Joshi,Y,9,90213,90,78,99,89,10,7,4,0.5,4,80
9B13,B,Biology,Yash Joshi,Y,9,90213,73,99,65,64,3,3,8,0.4,9,51
9B13,B,English,Yash Joshi,Y,9,90213,74,45,45,60,8,5,5,0.6,9,50
9B13,B,Social,Yash Joshi,N,9,90213,72,97,96,71,10,3,9,0.7,7,100
9B13,B,Painting,Yash Joshi,Y,9,90213,91,53,45,56,10,10,5,0.3,7,58
9B14,B,Maths,Mehak Mukherjee,N,9,90214,66,44,46,81,4,4,7,0.3,4,55
9B14,B,Physics,Mehak Mukherjee,N,9,90214,69,97,86,44,10,4,8,0.7,5,78
9B14,B,Chemistry,Mehak Mukherjee,Y,9,90214,76,55,90,51,4,7,2,1.0,4,44
9B14,B,Biology,Mehak Mukherjee,Y,9,90214,89,92,46,71,9,4,3,0.6,10,92
9B14,B,English,Mehak Mukherjee,N,9,90214,78,70,71,85,3,10,5,0.3,4,48
9B14,B,Social,Mehak Mukherjee,N,9,90214,67,76,74,76,6,7,2,0.8,8,72
9B14,B,Painting,Mehak Mukherjee,Y,9,90214,85,71,69,96,7,4,7,0.7,6,32
9B15,B,Maths,Alok Suri,Y,9,90215,99,93,74,52,9,5,5,0.4,9,59
9B15,B,Physics,Alok Suri,N,9,90215,81,40,84,50,5,7,10,0.5,4,82
9B15,B,Chemistry,Alok Suri,N,9,90215,90,60,62,47,3,9,7,0.1,8,90
9B15,B,Biology,Alok Suri,Y,9,90215,90,87,98,72,4,10,3,0.5,3,66
9B15,B,English,Alok Suri,Y,9,90215,71,81,52,77,5,3,9,0.1,6,66
9B15,B,Social,Alok Suri,Y,9,90215,82,97,64,100,3,5,9,0.5,9,48
9B15,B,Painting,Alok Suri,Y,9,90215,88,95,73,53,3,7,7,0.6,5,99
9B16,B,Maths,Priti Rajput,Y,9,90216,71,61,46,68,10,6,8,0.7,10,96
9B16,B,Physics,Priti Rajput,N,9,90216,73,85,96,56,6,9,2,0.3,5,30
9B16,B,Chemistry,Priti Rajput,Y,9,90216,99,53,41,42,9,5,7,0.8,10,92
9B16,B,Biology,Priti Rajput,N,9,90216,98,90,71,49,5,4,10,0.4,9,80
9B16,B,English,Priti Rajput,N,9,90216,72,44,65,100,7,5,10,0.7,3,32
9B16,B,Social,Priti Rajput,Y,9,90216,74,64,51,92,9,5,4,0.4,5,67
9B16,B,Painting,Priti Rajput,Y,9,90216,84,83,52,95,5,7,4,0.6,9,42
9B17,B,Maths,Pooja Pandey,Y,9,90217,94,64,84,52,5,10,2,0.7,9,58
9B17,B,Physics,Pooja Pandey,Y,9,90217,79,71,99,81,8,3,7,0.8,8,91
9B17,B,Chemistry,Pooja Pandey,N,9,90217,99,83,43,43,5,4,6,0.5,7,64
9B17,B,Biology,Pooja Pandey,Y,9,90217,69,40,41,49,10,10,2,0.4,10,31
9B17,B,English,Pooja Pandey,N,9,90217,94,67,68,78,8,7,8,0.2,8,61
9B17,B,Social,Pooja Pandey,N,9,90217,91,100,80,98,10,9,9,0.3,9,82
9B17,B,Painting,Pooja Pandey,Y,9,90217,91,40,85,74,5,7,2,0.1,3,49
9B18,B,Maths,Alka Gupta,N,9,90218,71,83,79,94,4,3,8,0.2,6,65
9B18,B,Physics,Alka Gupta,N,9,90218,96,67,42,77,6,4,8,0.5,7,49
9B18,B,Chemistry,Alka Gupta,N,9,90218,69,92,53,42,3,7,10,0.4,7,58
9B18,B,Biology,Alka Gupta,Y,9,90218,91,72,70,41,10,3,5,0.6,6,74
9B18,B,English,Alka Gupta,N,9,90218,96,74,82,44,7,9,9,0.1,7,99
9B18,B,Social,Alka Gupta,N,9,90218,81,76,58,77,10,7,5,0.7,7,32
9B18,B,Painting,Alka Gupta,Y,9,90218,66,82,77,53,7,6,8,1.0,9,38
9B19,B,Maths,Dev Sen,N,9,90219,72,68,41,61,10,10,7,0.2,5,76
9B19,B,Physics,Dev Sen,Y,9,90219,88,100,59,84,8,10,6,0.8,9,91
9B19,B,Chemistry,Dev Sen,N,9,90219,98,79,42,96,6,4,9,0.1,4,71
9B19,B,Biology,Dev Sen,Y,9,90219,73,44,57,61,6,9,2,0.7,9,80
9B19,B,English,Dev Sen,Y,9,90219,88,42,46,85,3,8,4,0.3,4,57
9B19,B,Social,Dev Sen,N,9,90219,81,63,87,51,8,9,6,0.6,9,91
9B19,B,Painting,Dev Sen,N,9,90219,91,50,46,48,10,9,2,0.8,10,67
9B20,B,Maths,Karan Dwivedi,Y,9,90220,68,94,57,58,4,6,4,0.9,6,34
9B20,B,Physics,Karan Dwivedi,N,9,90220,71,83,66,72,9,9,7,0.9,8,38
9B20,B,Chemistry,Karan Dwivedi,Y,9,90220,78,89,78,78,6,9,7,0.6,10,87
9B20,B,Biology,Karan Dwivedi,Y,9,90220,95,88,70,86,9,3,7,0.8,8,86
9B20,B,English,Karan Dwivedi,Y,9,90220,86,68,97,90,6,5,7,0.4,8,91
9B20,B,Social,Karan Dwivedi,N,9,90220,100,44,57,59,4,7,9,0.5,10,54
9B20,B,Painting,Karan Dwivedi,Y,9,90220,81,45,52,81,5,6,10,0.6,7,78
9B21,B,Maths,Rahul Grewal,N,9,90221,78,83,47,48,9,3,6,0.6,10,38
9B21,B,Physics,Rahul Grewal,Y,9,90221,94,95,59,96,4,7,7,1.0,8,82
9B21,B,Chemistry,Rahul Grewal,N,9,90221,88,97,95,65,4,3,8,0.4,5,78
9B21,B,Biology,Rahul Grewal,Y,9,90221,86,57,49,41,4,4,8,0.2,10,81
9B21,B,English,Rahul Grewal,N,9,90221,68,93,65,85,5,8,7,0.5,5,68
9B21,B,Social,Rahul Grewal,Y,9,90221,100,95,58,81,4,5,2,0.6,6,77
9B21,B,Painting,Rahul Grewal,N,9,90221,88,54,83,69,4,6,9,0.6,4,45
9B22,B,Maths,Aman Patil,Y,9,90222,78,62,65,62,4,7,5,0.6,5,79
9B22,B,Physics,Aman Patil,Y,9,90222,76,83,99,47,3,3,9,0.7,6,79
9B22,B,Chemistry,Aman Patil,Y,9,90222,73,96,100,88,5,7,9,1.0,10,38
9B22,B,Biology,Aman Patil,N,9,90222,93,46,85,71,5,9,5,0.5,7,57
9B22,B,English,Aman Patil,N,9,90222,94,76,79,42,7,10,5,0.5,3,93
9B22,B,Social,Aman Patil,N,9,90222,72,58,63,56,7,9,10,0.8,6,46
9B22,B,Painting,Aman Patil,N,9,90222,84,43,42,62,8,8,10,0.8,8,35
9B23,B,Maths,Rishabh Murthy,N,9,90223,94,99,40,49,8,4,7,0.2,3,80
9B23,B,Physics,Rishabh Murthy,N,9,90223,76,77,74,55,4,9,3,0.4,3,65
9B23,B,Chemistry,Rishabh Murthy,Y,9,90223,69,43,65,92,7,8,3,0.5,3,70
9B23,B,Biology,Rishabh Murthy,N,9,90223,91,63,78,48,3,9,3,0.5,3,90
9B23,B,English,Rishabh Murthy,N,9,90223,94,45,93,76,3,10,5,0.8,3,35
9B23,B,Social,Rishabh Murthy,N,9,90223,97,71,56,87,10,9,5,0.9,10,91
9B23,B,Painting,Rishabh Murthy,Y,9,90223,67,62,75,50,8,8,10,0.4,10,70
9B24,B,Maths,Gaurav Garg,N,9,90224,78,89,68,79,9,9,10,1.0,4,100
9B24,B,Physics,Gaurav Garg,N,9,90224,87,44,60,94,4,4,9,0.5,8,55
9B24,B,Chemistry,Gaurav Garg,Y,9,90224,87,95,84,74,3,6,6,0.4,8,93
9B24,B,Biology,Gaurav Garg,N,9,90224,76,41,55,84,5,5,6,0.2,5,33
9B24,B,English,Gaurav Garg,Y,9,90224,98,48,79,55,7,4,8,1.0,8,55
9B24,B,Social,Gaurav Garg,N,9,90224,92,61,81,91,4,5,8,0.4,8,69
9B24,B,Painting,Gaurav Garg,Y,9,90224,84,95,96,72,7,10,4,0.4,4,54
9B25,B,Maths,Sandeep Chetty,Y,9,90225,86,54,99,98,7,3,10,0.7,7,45
9B25,B,Physics,Sandeep Chetty,Y,9,90225,82,55,86,80,8,4,4,0.9,10,97
9B25,B,Chemistry,Sandeep Chetty,N,9,90225,97,81,63,64,10,9,6,0.2,7,91
9B25,B,Biology,Sandeep Chetty,N,9,90225,69,91,91,91,4,7,4,0.5,10,42
9B25,B,English,Sandeep Chetty,Y,9,90225,69,53,72,86,7,3,7,0.7,3,95
9B25,B,Social,Sandeep Chetty,Y,9,90225,67,94,55,80,5,4,8,0.7,5,46
9B25,B,Painting,Sandeep Chetty,Y,9,90225,84,81,70,88,4,10,6,0.4,9,62
9B26,B,Maths,Rishabh Chauhan,N,9,90226,84,89,94,69,3,5,5,0.3,9,68
9B26,B,Physics,Rishabh Chauhan,Y,9,90226,85,52,52,93,5,5,3,1.0,7,71
9B26,B,Chemistry,Rishabh Chauhan,Y,9,90226,73,89,58,86,7,6,9,0.3,9,62
9B26,B,Biology,Rishabh Chauhan,Y,9,90226,81,58,59,50,9,10,6,1.0,7,74
9B26,B,English,Rishabh Chauhan,N,9,90226,81,66,63,92,10,5,9,1.0,8,49
9B26,B,Social,Rishabh Chauhan,N,9,90226,92,95,54,88,10,6,3,0.8,6,67
9B26,B,Painting,Rishabh Chauhan,Y,9,90226,71,87,100,62,10,6,9,0.5,3,98
9B27,B,Maths,Barkha Acharya,N,9,90227,66,60,62,65,9,7,4,0.7,9,75
9B27,B,Physics,Barkha Acharya,N,9,90227,90,43,89,42,6,7,10,1.0,4,53
9B27,B,Chemistry,Barkha Acharya,Y,9,90227,81,62,50,80,6,6,10,0.3,10,84
9B27,B,Biology,Barkha Acharya,N,9,90227,87,50,91,79,10,7,7,0.6,10,63
9B27,B,English,Barkha Acharya,Y,9,90227,100,69,63,57,8,4,3,0.4,10,34
9B27,B,Social,Barkha Acharya,N,9,90227,77,43,40,84,4,4,4,0.3,3,88
9B27,B,Painting,Barkha Acharya,Y,9,90227,72,97,97,57,3,5,2,0.5,8,74
9B28,B,Maths,Isha Thakur,N,9,90228,68,82,99,81,9,4,8,0.6,3,35
9B28,B,Physics,Isha Thakur,Y,9,90228,71,49,95,43,5,10,10,0.7,8,72
9B28,B,Chemistry,Isha Thakur,Y,9,90228,89,80,44,46,10,8,8,0.3,5,68
9B28,B,Biology,Isha Thakur,N,9,90228,95,68,86,61,8,7,9,1.0,4,66
9B28,B,English,Isha Thakur,N,9,90228,75,74,87,67,9,4,8,0.9,6,69
9B28,B,Social,Isha Thakur,Y,9,90228,70,79,77,85,4,6,6,0.7,7,99
9B28,B,Painting,Isha Thakur,N,9,90228,75,74,83,67,7,3,5,0.7,8,52
9B29,B,Maths,Isha Deshmukh,Y,9,90229,81,91,55,58,3,3,7,0.9,5,32
9B29,B,Physics,Isha Deshmukh,N,9,90229,86,85,95,95,10,10,5,0.8,4,97
9B29,B,Chemistry,Isha Deshmukh,Y,9,90229,78,81,52,93,4,4,2,0.6,3,93
9B29,B,Biology,Isha Deshmukh,Y,9,90229,87,42,97,51,6,3,5,0.1,8,30
9B29,B,English,Isha Deshmukh,N,9,90229,85,43,69,92,3,10,5,0.9,4,75
9B29,B,Social,Isha Deshmukh,Y,9,90229,76,50,98,58,4,4,8,0.7,9,34
9B29,B,Painting,Isha Deshmukh,Y,9,90229,99,44,42,82,9,10,2,0.2,6,34
9B30,B,Maths,Richa Murthy,Y,9,90230,98,62,90,54,3,6,2,0.6,9,43
9B30,B,Physics,Richa Murthy,Y,9,90230,95,79,57,65,7,7,6,0.5,9,43
9B30,B,Chemistry,Richa Murthy,Y,9,90230,77,50,82,99,5,9,9,1.0,3,89
9B30,B,Biology,Richa Murthy,Y,9,90230,74,78,92,50,7,4,6,0.7,4,85
9B30,B,English,Richa Murthy,Y,9,90230,69,50,82,61,9,5,7,0.7,7,81
9B30,B,Social,Richa Murthy,Y,9,90230,100,98,59,66,9,3,2,0.5,8,57
9B30,B,Painting,Richa Murthy,N,9,90230,67,97,41,83,7,4,9,0.2,8,48
9B31,B,Maths,Aman Iqbal,N,9,90231,79,63,46,46,9,7,10,0.5,3,30
9B31,B,Physics,Aman Iqbal,N,9,90231,83,42,100,87,10,6,9,0.9,10,99
9B31,B,Chemistry,Aman Iqbal,N,9,90231,72,58,67,55,10,4,10,0.5,9,88
9B31,B,Biology,Aman Iqbal,N,9,90231,67,79,80,64,3,7,4,0.2,3,91
9B31,B,English,Aman Iqbal,N,9,90231,72,81,95,40,9,5,6,0.8,3,33
9B31,B,Social,Aman Iqbal,Y,9,90231,79,74,59,50,5,4,3,0.2,10,55
9B31,B,Painting,Aman Iqbal,Y,9,90231,98,88,59,86,9,4,3,0.6,9,73
9B32,B,Maths,Riya Mishra,Y,9,90232,72,88,60,90,10,4,9,0.2,3,67
9B32,B,Physics,Riya Mishra,N,9,90232,66,95,41,64,7,8,6,0.8,4,54
9B32,B,Chemistry,Riya Mishra,N,9,90232,96,78,49,58,4,6,6,0.4,5,74
9B32,B,Biology,Riya Mishra,N,9,90232,74,90,62,50,5,3,2,0.4,6,54
9B32,B,English,Riya Mishra,Y,9,90232,83,74,78,55,3,10,4,0.2,5,85
9B32,B,Social,Riya Mishra,N,9,90232,82,52,100,50,7,6,2,0.4,4,78
9B32,B,Painting,Riya Mishra,N,9,90232,96,93,86,41,7,9,9,0.7,10,91
9B33,B,Maths,Tushar Rathore,Y,9,90233,82,94,80,78,5,3,5,0.8,6,49
