Class,Section,Subject,Name,ID,Roll Number,Attendance (%),Unit Test 1,Unit Test 2,Unit Test 3,Home Tuition (Y/N),Focus (0-10),Homework (0-10),Q&A (0-10),Doubt Asking Rate,Exam Prep (0-10),Special Problems Completion (%)
8,C,Physics,Tushar Sen,8_C_19,80319,89,42,86,77,N,7,8,7,0.7,8,96
8,C,Chemistry,Tushar Sen,8_C_19,80319,100,74,95,97,Y,9,7,9,0.5,4,91
8,C,Biology,Tushar Sen,8_C_19,80319,87,45,98,58,Y,10,4,7,0.7,4,55
8,C,English,Tushar Sen,8_C_19,80319,80,85,95,49,N,7,5,2,0.1,8,73
8,C,Social,Tushar Sen,8_C_19,80319,78,82,87,75,Y,6,4,10,1.0,9,30
8,C,Painting,Tushar Sen,8_C_19,80319,94,98,58,94,N,9,8,2,0.2,4,78
8,C,Maths,Anil Saxena,8_C_20,80320,99,92,91,82,Y,5,5,6,0.6,3,82
8,C,Physics,Anil Saxena,8_C_20,80320,69,64,64,60,N,6,8,10,0.4,6,49
8,C,Chemistry,Anil Saxena,8_C_20,80320,73,48,51,44,Y,3,8,6,0.8,9,67
8,C,Biology,Anil Saxena,8_C_20,80320,97,94,73,55,N,7,6,3,0.6,3,97
8,C,English,Anil Saxena,8_C_20,80320,73,56,72,85,Y,9,4,2,0.4,5,82
8,C,Social,Anil Saxena,8_C_20,80320,100,77,41,75,N,6,5,4,0.7,4,70
8,C,Painting,Anil Saxena,8_C_20,80320,77,76,61,51,N,4,10,5,0.1,7,91
8,C,Maths,Manish Gill,8_C_21,80321,70,55,54,57,Y,10,4,5,0.9,9,83
8,C,Physics,Manish Gill,8_C_21,80321,71,78,88,54,Y,10,4,4,0.3,8,60
8,C,Chemistry,Manish Gill,8_C_21,80321,79,84,59,93,N,5,7,7,0.7,9,56
8,C,Biology,Manish Gill,8_C_21,80321,89,80,42,48,N,9,8,4,0.1,10,54
8,C,English,Manish Gill,8_C_21,80321,74,69,79,69,Y,4,5,4,0.2,7,76
8,C,Social,Manish Gill,8_C_21,80321,83,62,74,41,Y,5,7,3,0.5,7,99
8,C,Painting,Manish Gill,8_C_21,80321,81,97,93,83,N,5,6,8,0.6,3,63
8,C,Maths,Barkha Ranjan,8_C_22,80322,92,73,58,79,N,6,6,10,0.7,5,50
8,C,Physics,Barkha Ranjan,8_C_22,80322,80,90,52,67,N,10,7,3,0.5,8,94
8,C,Chemistry,Barkha Ranjan,8_C_22,80322,72,89,80,96,Y,3,3,4,0.5,8,30
8,C,Biology,Barkha Ranjan,8_C_22,80322,95,93,64,49,N,3,4,4,0.7,4,51
8,C,English,Barkha Ranjan,8_C_22,80322,90,77,54,72,Y,6,7,6,0.5,6,49
8,C,Social,Barkha Ranjan,8_C_22,80322,90,46,63,53,N,7,6,10,0.9,9,40
8,C,Painting,Barkha Ranjan,8_C_22,80322,70,59,75,68,Y,9,8,2,0.2,5,30
8,C,Maths,Lata Khanna,8_C_23,80323,82,49,64,84,N,9,3,3,0.8,3,70
8,C,Physics,Lata Khanna,8_C_23,80323,77,46,41,91,N,8,5,5,0.9,5,75
8,C,Chemistry,Lata Khanna,8_C_23,80323,88,70,66,94,Y,4,8,10,0.4,3,75
8,C,Biology,Lata Khanna,8_C_23,80323,85,54,55,94,Y,10,3,6,0.4,10,44
8,C,English,Lata Khanna,8_C_23,80323,76,64,63,87,N,6,6,10,0.4,6,60
8,C,Social,Lata Khanna,8_C_23,80323,79,88,87,54,Y,4,3,10,0.9,10,58
8,C,Painting,Lata Khanna,8_C_23,80323,91,71,95,46,N,5,10,10,0.6,6,48
8,C,Maths,Kajal Gupta,8_C_24,80324,95,48,42,75,Y,5,9,8,0.1,10,70
8,C,Physics,Kajal Gupta,8_C_24,80324,81,41,69,92,Y,5,5,6,0.3,10,75
8,C,Chemistry,Kajal Gupta,8_C_24,80324,98,93,85,61,Y,7,4,6,0.3,5,97
8,C,Biology,Kajal Gupta,8_C_24,80324,91,91,69,54,Y,7,3,6,1.0,4,75
8,C,English,Kajal Gupta,8_C_24,80324,75,94,75,57,Y,7,5,2,0.6,10,65
8,C,Social,Kajal Gupta,8_C_24,80324,67,63,58,67,Y,8,7,3,0.5,10,94
8,C,Painting,Kajal Gupta,8_C_24,80324,89,77,93,59,Y,8,8,5,0.8,5,76
8,C,Maths,Isha Iyengar,8_C_25,80325,83,71,84,75,Y,3,9,4,1.0,8,60
8,C,Physics,Isha Iyengar,8_C_25,80325,89,72,87,77,N,9,9,10,0.2,6,74
8,C,Chemistry,Isha Iyengar,8_C_25,80325,71,70,83,90,Y,6,6,6,0.5,6,86
8,C,Biology,Isha Iyengar,8_C_25,80325,81,68,83,96,N,8,9,2,0.3,6,65
8,C,English,Isha Iyengar,8_C_25,80325,78,89,95,96,Y,8,3,3,0.5,5,71
8,C,Social,Isha Iyengar,8_C_25,80325,95,65,100,63,N,6,9,5,0.8,4,44
8,C,Painting,Isha Iyengar,8_C_25,80325,100,91,58,59,N,7,9,3,0.3,3,54
8,C,Maths,Tushar Sen,8_C_26,80326,80,80,93,76,N,10,4,2,0.5,9,94
8,C,Physics,Tushar Sen,8_C_26,80326,99,56,93,89,Y,5,6,2,0.6,3,95
8,C,Chemistry,Tushar Sen,8_C_26,80326,90,66,96,52,Y,5,5,2,0.4,10,35
8,C,Biology,Tushar Sen,8_C_26,80326,83,49,53,83,Y,3,3,8,0.8,3,47
8,C,English,Tushar Sen,8_C_26,80326,90,81,91,84,N,6,3,9,0.8,7,47
8,C,Social,Tushar Sen,8_C_26,80326,97,88,57,91,Y,3,5,2,0.9,6,71
8,C,Painting,Tushar Sen,8_C_26,80326,69,73,100,83,N,4,4,6,0.7,9,81
8,C,Maths,Ridhi Khanna,8_C_27,80327,80,80,82,52,Y,10,3,2,0.8,7,33
8,C,Physics,Ridhi Khanna,8_C_27,80327,91,99,53,68,N,5,6,10,0.6,9,74
8,C,Chemistry,Ridhi Khanna,8_C_27,80327,79,49,97,69,Y,8,9,6,0.5,6,67
8,C,Biology,Ridhi Khanna,8_C_27,80327,83,83,96,76,Y,3,4,8,0.7,7,48
8,C,English,Ridhi Khanna,8_C_27,80327,82,74,89,51,Y,7,6,9,0.2,8,54
8,C,Social,Ridhi Khanna,8_C_27,80327,95,47,50,54,Y,10,3,2,0.8,6,65
8,C,Painting,Ridhi Khanna,8_C_27,80327,92,69,62,67,Y,3,10,10,0.5,8,91
8,C,Maths,Ridhi Thakur,8_C_28,80328,85,99,57,62,Y,10,10,6,0.1,10,52
8,C,Physics,Ridhi Thakur,8_C_28,80328,77,94,44,59,Y,10,4,6,0.3,9,71
8,C,Chemistry,Ridhi Thakur,8_C_28,80328,65,84,46,83,Y,8,5,6,0.5,4,38
8,C,Biology,Ridhi Thakur,8_C_28,80328,69,68,69,82,N,7,9,9,0.3,3,89
8,C,English,Ridhi Thakur,8_C_28,80328,88,97,58,79,Y,10,8,5,1.0,9,95
8,C,Social,Ridhi Thakur,8_C_28,80328,76,96,41,62,N,9,6,7,0.9,9,81
8,C,Painting,Ridhi Thakur,8_C_28,80328,70,78,68,89,Y,6,5,7,0.8,10,77
8,C,Maths,Alka Gupta,8_C_29,80329,74,89,64,88,Y,9,7,7,0.3,4,81
8,C,Physics,Alka Gupta,8_C_29,80329,69,74,76,71,Y,10,10,4,0.3,5,45
8,C,Chemistry,Alka Gupta,8_C_29,80329,91,71,77,61,N,8,6,8,0.6,4,84
8,C,Biology,Alka Gupta,8_C_29,80329,77,71,43,63,N,10,6,5,0.9,7,30
8,C,English,Alka Gupta,8_C_29,80329,76,45,94,82,N,6,10,4,0.2,6,58
8,C,Social,Alka Gupta,8_C_29,80329,84,61,40,44,N,3,9,9,0.3,7,86
8,C,Painting,Alka Gupta,8_C_29,80329,82,87,88,93,Y,7,8,8,0.5,3,82
8,C,Maths,Aarav Chakraborty,8_C_30,80330,93,57,72,53,Y,6,3,4,0.7,5,47
8,C,Physics,Aarav Chakraborty,8_C_30,80330,71,53,54,49,N,10,10,5,0.4,3,53
8,C,Chemistry,Aarav Chakraborty,8_C_30,80330,75,68,46,97,N,4,3,5,0.4,7,60
8,C,Biology,Aarav Chakraborty,8_C_30,80330,97,58,61,64,Y,8,7,9,0.2,5,61
8,C,English,Aarav Chakraborty,8_C_30,80330,72,42,78,64,Y,3,7,2,0.9,7,89
8,C,Social,Aarav Chakraborty,8_C_30,80330,80,79,98,44,Y,6,7,8,0.4,7,82
8,C,Painting,Aarav Chakraborty,8_C_30,80330,100,74,56,47,N,10,3,4,0.7,10,33
8,C,Maths,Siddharth Nair,8_C_31,80331,85,63,90,79,Y,5,3,6,0.3,5,34
8,C,Physics,Siddharth Nair,8_C_31,80331,87,77,85,46,N,4,7,6,0.9,8,74
8,C,Chemistry,Siddharth Nair,8_C_31,80331,85,62,85,66,N,6,5,9,0.1,3,93
8,C,Biology,Siddharth Nair,8_C_31,80331,69,48,65,47,Y,4,8,10,0.4,6,45
8,C,English,Siddharth Nair,8_C_31,80331,83,81,69,69,N,4,6,4,0.2,5,89
8,C,Social,Siddharth Nair,8_C_31,80331,72,63,75,46,N,8,6,3,1.0,7,53
8,C,Painting,Siddharth Nair,8_C_31,80331,81,40,68,40,Y,10,9,9,0.9,5,97
8,C,Maths,Alok Bhasin,8_C_32,80332,87,50,83,95,N,5,3,10,0.5,10,89
8,C,Physics,Alok Bhasin,8_C_32,80332,68,68,48,93,Y,3,7,7,0.5,8,94
8,C,Chemistry,Alok Bhasin,8_C_32,80332,93,62,93,95,N,7,7,3,0.2,5,88
8,C,Biology,Alok Bhasin,8_C_32,80332,65,44,74,51,N,8,8,5,0.4,7,97
8,C,English,Alok Bhasin,8_C_32,80332,73,62,73,54,N,8,8,5,0.4,7,93
8,C,Social,Alok Bhasin,8_C_32,80332,76,76,40,69,Y,10,4,8,0.9,7,85
8,C,Painting,Alok Bhasin,8_C_32,80332,87,99,64,61,N,5,9,3,0.9,10,47
8,C,Maths,Mayank Kulkarni,8_C_33,80333,72,60,46,43,Y,6,5,7,0.8,7,63
8,C,Physics,Mayank Kulkarni,8_C_33,80333,97,79,89,47,N,7,8,10,0.3,9,65
8,C,Chemistry,Mayank Kulkarni,8_C_33,80333,92,54,40,40,Y,7,8,2,0.7,5,87
8,C,Biology,Mayank Kulkarni,8_C_33,80333,88,52,99,52,N,7,6,3,0.9,7,31
8,C,English,Mayank Kulkarni,8_C_33,80333,78,93,88,48,N,10,10,5,0.4,6,54
8,C,Social,Mayank Kulkarni,8_C_33,80333,89,97,57,62,Y,3,3,10,0.1,6,67
8,C,Painting,Mayank Kulkarni,8_C_33,80333,98,100,80,76,Y,5,8,6,0.2,3,74
8,C,Maths,Rajesh Garg,8_C_34,80334,96,99,92,70,Y,8,8,4,0.7,3,81
8,C,Physics,Rajesh Garg,8_C_34,80334,66,71,83,75,N,8,6,8,0.5,7,100
8,C,Chemistry,Rajesh Garg,8_C_34,80334,84,98,83,66,Y,7,6,3,1.0,9,65
8,C,Biology,Rajesh Garg,8_C_34,80334,75,55,99,54,N,3,5,4,0.2,10,75
8,C,English,Rajesh Garg,8_C_34,80334,65,91,66,76,Y,5,7,10,0.8,10,66
8,C,Social,Rajesh Garg,8_C_34,80334,83,67,63,50,Y,3,9,5,0.5,4,95
8,C,Painting,Rajesh Garg,8_C_34,80334,87,58,46,83,Y,3,7,5,0.5,9,53
8,C,Maths,Rudra Kumar,8_C_35,80335,65,59,97,98,Y,9,3,6,0.5,3,93
8,C,Physics,Rudra Kumar,8_C_35,80335,82,75,92,45,N,6,3,7,0.7,3,37
8,C,Chemistry,Rudra Kumar,8_C_35,80335,69,57,42,83,N,10,5,8,0.2,3,79
8,C,Biology,Rudra Kumar,8_C_35,80335,89,51,74,66,Y,4,4,9,0.5,3,100
8,C,English,Rudra Kumar,8_C_35,80335,85,87,72,53,N,3,9,10,0.9,5,44
8,C,Social,Rudra Kumar,8_C_35,80335,89,83,86,93,N,7,7,4,1.0,8,86
8,C,Painting,Rudra Kumar,8_C_35,80335,87,82,72,48,N,7,8,8,1.0,9,74
8,C,Maths,Sneha Mukherjee,8_C_36,80336,98,79,98,95,Y,10,4,7,0.3,6,83
8,C,Physics,Sneha Mukherjee,8_C_36,80336,89,63,100,67,Y,7,9,5,0.4,4,31
8,C,Chemistry,Sneha Mukherjee,8_C_36,80336,82,54,72,95,Y,9,8,4,0.6,9,39
8,C,Biology,Sneha Mukherjee,8_C_36,80336,97,80,72,98,Y,9,7,3,0.5,7,55
8,C,English,Sneha Mukherjee,8_C_36,80336,82,100,95,51,N,10,5,2,0.2,5,38
8,C,Social,Sneha Mukherjee,8_C_36,80336,100,71,78,63,Y,8,8,7,0.4,7,69
8,C,Painting,Sneha Mukherjee,8_C_36,80336,74,76,78,84,Y,6,10,10,0.3,7,47
8,C,Maths,Riya Patel,8_C_37,80337,89,54,44,46,N,9,3,4,0.7,10,53
8,C,Physics,Riya Patel,8_C_37,80337,74,52,48,94,N,7,5,10,0.9,6,38
8,C,Chemistry,Riya Patel,8_C_37,80337,89,43,58,64,Y,4,3,8,0.7,7,52
8,C,Biology,Riya Patel,8_C_37,80337,90,71,56,92,N,5,5,4,0.5,8,63
8,C,English,Riya Patel,8_C_37,80337,95,76,57,68,Y,8,8,5,0.7,5,73
8,C,Social,Riya Patel,8_C_37,80337,91,86,91,84,N,4,3,5,0.6,10,72
8,C,Painting,Riya Patel,8_C_37,80337,74,72,69,48,Y,5,8,2,0.6,5,46
8,C,Maths,Vijay Johal,8_C_38,80338,74,62,63,97,N,10,5,4,0.5,6,51
8,C,Physics,Vijay Johal,8_C_38,80338,65,95,52,88,N,3,7,5,0.7,6,32
8,C,Chemistry,Vijay Johal,8_C_38,80338,84,77,86,80,Y,9,4,3,0.4,5,49
8,C,Biology,Vijay Johal,8_C_38,80338,69,72,68,45,N,9,9,5,1.0,7,96
8,C,English,Vijay Johal,8_C_38,80338,67,56,47,53,Y,9,9,7,0.8,3,99
8,C,Social,Vijay Johal,8_C_38,80338,99,88,84,40,N,9,5,2,0.8,10,86
8,C,Painting,Vijay Johal,8_C_38,80338,96,78,77,74,Y,10,10,10,0.6,8,69
8,C,Maths,Kiran Kashyap,8_C_39,80339,96,94,74,93,N,9,6,2,1.0,4,30
8,C,Physics,Kiran Kashyap,8_C_39,80339,80,40,57,82,N,7,7,7,0.7,6,44
8,C,Chemistry,Kiran Kashyap,8_C_39,80339,100,69,57,58,Y,9,3,8,0.6,10,47
8,C,Biology,Kiran Kashyap,8_C_39,80339,72,85,78,46,N,10,4,9,0.6,8,100
8,C,English,Kiran Kashyap,8_C_39,80339,69,82,81,66,Y,9,4,7,0.9,4,76
8,C,Social,Kiran Kashyap,8_C_39,80339,73,71,90,65,N,5,7,9,0.8,4,64
8,C,Painting,Kiran Kashyap,8_C_39,80339,69,56,44,88,N,5,3,8,0.9,7,59
8,C,Maths,Divya Ghosh,8_C_40,80340,85,59,64,70,Y,9,4,5,0.8,6,58
8,C,Physics,Divya Ghosh,8_C_40,80340,77,78,96,54,N,5,6,10,1.0,7,98
8,C,Chemistry,Divya Ghosh,8_C_40,80340,95,92,63,45,N,3,5,2,0.3,9,49
8,C,Biology,Divya Ghosh,8_C_40,80340,65,71,41,57,N,3,6,8,0.2,5,83
8,C,English,Divya Ghosh,8_C_40,80340,69,41,59,95,Y,8,5,8,0.6,4,31
8,C,Social,Divya Ghosh,8_C_40,80340,83,99,93,81,Y,9,8,7,0.7,8,98
8,C,Painting,Divya Ghosh,8_C_40,80340,74,66,55,91,Y,6,4,6,1.0,6,98
9,A,Maths,Aarti Patel,9_A_1,90101,98,56,46,91,N,7,8,2,0.6,8,47
9,A,Physics,Aarti Patel,9_A_1,90101,65,57,48,58,N,3,5,2,0.9,4,86
9,A,Chemistry,Aarti Patel,9_A_1,90101,100,71,71,70,Y,10,10,7,0.6,3,38
9,A,Biology,Aarti Patel,9_A_1,90101,88,92,77,48,N,5,9,5,0.5,4,95
9,A,English,Aarti Patel,9_A_1,90101,99,98,90,94,N,9,3,3,0.7,8,47
9,A,Social,Aarti Patel,9_A_1,90101,95,80,100,100,Y,4,10,6,0.7,6,83
9,A,Painting,Aarti Patel,9_A_1,90101,86,50,40,87,Y,8,8,3,0.9,6,91
9,A,Maths,Suman Johal,9_A_2,90102,65,53,62,98,N,10,10,6,0.6,9,57
9,A,Physics,Suman Johal,9_A_2,90102,80,73,47,47,Y,3,8,6,0.4,6,42
9,A,Chemistry,Suman Johal,9_A_2,90102,76,64,79,77,Y,6,4,3,0.8,7,63
9,A,Biology,Suman Johal,9_A_2,90102,72,69,51,96,Y,9,8,3,0.5,8,96
9,A,English,Suman Johal,9_A_2,90102,89,93,56,81,N,3,9,4,0.8,4,71
9,A,Social,Suman Johal,9_A_2,90102,71,69,40,64,N,10,7,2,0.2,7,59
9,A,Painting,Suman Johal,9_A_2,90102,88,49,82,93,Y,9,8,9,0.3,10,82
9,A,Maths,Priya Chetty,9_A_3,90103,87,44,80,77,N,7,8,7,0.4,10,59
9,A,Physics,Priya Chetty,9_A_3,90103,87,89,56,97,Y,8,4,8,0.3,6,82
9,A,Chemistry,Priya Chetty,9_A_3,90103,66,68,49,47,N,3,6,3,0.2,8,89
9,A,Biology,Priya Chetty,9_A_3,90103,66,51,66,42,N,7,6,6,0.9,3,37
9,A,English,Priya Chetty,9_A_3,90103,68,96,71,77,Y,3,5,7,0.5,7,75
9,A,Social,Priya Chetty,9_A_3,90103,73,75,89,72,Y,4,3,9,0.6,9,48
9,A,Painting,Priya Chetty,9_A_3,90103,82,79,51,98,N,6,8,4,0.2,5,83
9,A,Maths,Sonia Pandey,9_A_4,90104,65,82,78,71,Y,5,9,7,0.8,10,75
9,A,Physics,Sonia Pandey,9_A_4,90104,95,58,48,76,N,8,3,6,0.9,3,40
9,A,Chemistry,Sonia Pandey,9_A_4,90104,76,77,80,42,N,8,3,10,0.5,8,59
9,A,Biology,Sonia Pandey,9_A_4,90104,89,95,75,60,Y,3,7,5,0.3,7,40
9,A,English,Sonia Pandey,9_A_4,90104,70,78,64,58,Y,5,10,4,0.8,5,83
9,A,Social,Sonia Pandey,9_A_4,90104,66,68,73,84,Y,8,3,4,0.7,4,91
9,A,Painting,Sonia Pandey,9_A_4,90104,75,43,79,89,Y,5,7,10,0.2,3,39
9,A,Maths,Sonia Roy,9_A_5,90105,88,46,80,73,Y,5,8,7,0.3,3,40
9,A,Physics,Sonia Roy,9_A_5,90105,97,69,64,73,N,8,10,2,1.0,7,71
9,A,Chemistry,Sonia Roy,9_A_5,90105,65,61,46,55,N,6,4,10,0.9,4,75
9,A,Biology,Sonia Roy,9_A_5,90105,86,73,67,91,Y,8,10,6,1.0,10,86
9,A,English,Sonia Roy,9_A_5,90105,95,61,66,64,N,7,5,8,0.5,5,78
9,A,Social,Sonia Roy,9_A_5,90105,84,53,79,46,N,4,4,2,0.5,7,47
9,A,Painting,Sonia Roy,9_A_5,90105,71,65,77,88,N,9,7,5,0.1,8,30
9,A,Maths,Alka Singh,9_A_6,90106,67,70,43,83,N,5,9,8,0.5,6,36
9,A,Physics,Alka Singh,9_A_6,90106,88,52,70,54,Y,3,10,2,1.0,7,69
9,A,Chemistry,Alka Singh,9_A_6,90106,78,98,86,67,Y,8,3,6,0.8,7,74
9,A,Biology,Alka Singh,9_A_6,90106,75,43,65,66,N,3,9,10,0.6,6,87
9,A,English,Alka Singh,9_A_6,90106,72,94,53,60,N,6,8,3,0.7,4,93
9,A,Social,Alka Singh,9_A_6,90106,84,56,98,78,N,8,8,9,0.2,3,79
9,A,Painting,Alka Singh,9_A_6,90106,95,51,63,84,N,4,10,2,0.6,5,43
9,A,Maths,Aanchal Rao,9_A_7,90107,85,90,64,56,Y,7,4,6,0.2,5,93
9,A,Physics,Aanchal Rao,9_A_7,90107,87,64,94,98,Y,7,10,4,0.7,4,94
9,A,Chemistry,Aanchal Rao,9_A_7,90107,80,78,52,99,Y,10,5,10,0.2,9,75
9,A,Biology,Aanchal Rao,9_A_7,90107,71,60,49,79,Y,7,6,9,0.6,8,90
9,A,English,Aanchal Rao,9_A_7,90107,77,66,67,69,Y,5,4,6,0.4,5,80
9,A,Social,Aanchal Rao,9_A_7,90107,88,95,91,83,N,3,4,9,0.2,4,94
9,A,Painting,Aanchal Rao,9_A_7,90107,65,40,62,80,N,9,10,7,0.4,4,78
9,A,Maths,Rishabh Mitra,9_A_8,90108,82,85,54,51,Y,3,3,2,0.3,8,43
9,A,Physics,Rishabh Mitra,9_A_8,90108,77,63,41,72,N,6,4,6,0.4,7,54
9,A,Chemistry,Rishabh Mitra,9_A_8,90108,98,95,62,85,N,3,5,2,0.4,10,87
9,A,Biology,Rishabh Mitra,9_A_8,90108,79,85,87,43,N,8,9,9,0.7,10,94
9,A,English,Rishabh Mitra,9_A_8,90108,70,98,75,81,Y,8,8,4,0.1,4,76
9,A,Social,Rishabh Mitra,9_A_8,90108,85,84,50,96,Y,3,9,6,0.9,7,88
9,A,Painting,Rishabh Mitra,9_A_8,90108,90,42,62,56,N,10,3,7,0.4,6,95
9,A,Maths,Kiran Saxena,9_A_9,90109,81,47,79,62,N,8,6,7,0.2,7,32
9,A,Physics,Kiran Saxena,9_A_9,90109,93,72,51,88,N,10,7,7,0.4,8,61
9,A,Chemistry,Kiran Saxena,9_A_9,90109,67,74,48,74,N,5,7,8,0.3,4,61
9,A,Biology,Kiran Saxena,9_A_9,90109,98,52,56,62,N,5,9,8,0.4,9,64
9,A,English,Kiran Saxena,9_A_9,90109,86,55,57,55,N,6,6,3,0.5,9,68
9,A,Social,Kiran Saxena,9_A_9,90109,87,75,79,46,Y,8,3,2,0.2,3,72
9,A,Painting,Kiran Saxena,9_A_9,90109,99,48,53,90,N,5,4,6,0.7,5,99
9,A,Maths,Sakshi Iyer,9_A_10,90110,84,90,71,94,N,7,4,9,0.5,10,82
9,A,Physics,Sakshi Iyer,9_A_10,90110,88,94,94,56,N,10,3,6,0.8,4,32
9,A,Chemistry,Sakshi Iyer,9_A_10,90110,96,45,64,55,N,7,7,8,0.6,9,38
9,A,Biology,Sakshi Iyer,9_A_10,90110,82,88,43,71,N,9,9,10,0.8,5,37
9,A,English,Sakshi Iyer,9_A_10,90110,78,83,65,56,Y,7,10,8,0.8,5,96
9,A,Social,Sakshi Iyer,9_A_10,90110,80,74,41,86,N,7,3,6,0.5,5,53
9,A,Painting,Sakshi Iyer,9_A_10,90110,78,52,54,83,N,5,9,6,0.4,7,38
9,A,Maths,Kajal Rathore,9_A_11,90111,69,98,46,69,Y,8,8,3,0.5,7,31
9,A,Physics,Kajal Rathore,9_A_11,90111,91,79,99,57,N,9,4,3,0.9,6,41
9,A,Chemistry,Kajal Rathore,9_A_11,90111,84,49,87,93,Y,6,3,2,0.2,9,45
9,A,Biology,Kajal Rathore,9_A_11,90111,90,86,41,51,N,9,9,3,0.5,5,70
9,A,English,Kajal Rathore,9_A_11,90111,93,67,88,75,Y,3,4,9,0.5,10,79
9,A,Social,Kajal Rathore,9_A_11,90111,94,62,68,51,N,4,4,3,0.1,5,41
9,A,Painting,Kajal Rathore,9_A_11,90111,69,93,40,83,Y,7,10,7,0.7,6,37
9,A,Maths,Kunwar Joshi,9_A_12,90112,74,97,73,92,Y,8,5,4,0.8,10,95
9,A,Physics,Kunwar Joshi,9_A_12,90112,74,74,60,82,Y,9,9,2,0.1,4,61
9,A,Chemistry,Kunwar Joshi,9_A_12,90112,70,74,74,55,N,5,4,10,0.3,4,95
9,A,Biology,Kunwar Joshi,9_A_12,90112,83,99,72,76,N,10,4,10,0.8,3,91
9,A,English,Kunwar Joshi,9_A_12,90112,75,80,98,64,N,4,3,7,0.1,8,66
9,A,Social,Kunwar Joshi,9_A_12,90112,68,94,87,70,N,4,10,7,0.9,5,44
9,A,Painting,Kunwar Joshi,9_A_12,90112,65,74,40,85,N,4,3,3,0.3,10,37
9,A,Maths,Kunwar Iyer,9_A_13,90113,91,60,99,43,Y,10,10,10,0.9,9,41
9,A,Physics,Kunwar Iyer,9_A_13,90113,92,48,45,50,Y,3,5,8,0.6,6,81
9,A,Chemistry,Kunwar Iyer,9_A_13,90113,95,95,40,91,N,4,9,8,0.1,10,36
9,A,Biology,Kunwar Iyer,9_A_13,90113,72,68,94,72,Y,6,7,2,0.3,10,52
9,A,English,Kunwar Iyer,9_A_13,90113,67,56,84,87,Y,4,6,10,0.7,3,54
9,A,Social,Kunwar Iyer,9_A_13,90113,94,86,86,100,Y,8,8,4,0.1,4,82
9,A,Painting,Kunwar Iyer,9_A_13,90113,89,79,41,48,Y,6,5,3,0.6,4,38
9,A,Maths,Swati Singh,9_A_14,90114,69,61,79,82,N,3,4,5,0.7,8,50
9,A,Physics,Swati Singh,9_A_14,90114,88,88,44,83,Y,5,6,9,1.0,5,58
9,A,Chemistry,Swati Singh,9_A_14,90114,88,69,83,52,Y,6,8,7,0.1,7,44
9,A,Biology,Swati Singh,9_A_14,90114,83,82,43,51,N,5,7,2,0.3,6,93
9,A,English,Swati Singh,9_A_14,90114,83,42,90,72,N,10,4,4,0.3,3,56
9,A,Social,Swati Singh,9_A_14,90114,95,68,65,84,Y,7,7,3,0.7,6,30
9,A,Painting,Swati Singh,9_A_14,90114,86,72,73,41,Y,5,7,5,0.5,3,57
9,A,Maths,Nisha Kapoor,9_A_15,90115,87,92,77,62,N,3,8,8,0.3,8,75
9,A,Physics,Nisha Kapoor,9_A_15,90115,100,49,79,71,Y,7,9,3,0.8,9,45
9,A,Chemistry,Nisha Kapoor,9_A_15,90115,72,76,87,71,Y,10,3,3,1.0,3,30
9,A,Biology,Nisha Kapoor,9_A_15,90115,73,47,80,50,Y,9,9,10,0.2,5,67
9,A,English,Nisha Kapoor,9_A_15,90115,96,53,90,56,N,9,9,8,0.1,9,55
9,A,Social,Nisha Kapoor,9_A_15,90115,79,62,45,60,Y,5,6,8,0.6,8,71
9,A,Painting,Nisha Kapoor,9_A_15,90115,99,73,40,72,Y,6,9,9,0.6,3,75
9,A,Maths,Arjun Mahajan,9_A_16,90116,67,97,88,47,N,8,4,8,0.8,9,50
9,A,Physics,Arjun Mahajan,9_A_16,90116,65,78,69,93,N,10,10,4,0.9,10,37
9,A,Chemistry,Arjun Mahajan,9_A_16,90116,78,44,92,93,Y,8,10,2,0.4,3,63
9,A,Biology,Arjun Mahajan,9_A_16,90116,76,70,67,93,N,7,8,4,0.6,10,68
9,A,English,Arjun Mahajan,9_A_16,90116,85,75,58,56,Y,5,5,4,0.5,5,81
9,A,Social,Arjun Mahajan,9_A_16,90116,94,54,88,73,Y,8,9,3,0.2,10,72
9,A,Painting,Arjun Mahajan,9_A_16,90116,95,43,82,48,Y,5,8,2,0.7,7,97
9,A,Maths,Pankaj Mahajan,9_A_17,90117,99,75,54,80,Y,6,5,4,0.4,8,37
9,A,Physics,Pankaj Mahajan,9_A_17,90117,73,79,60,73,N,6,7,10,0.6,6,55
9,A,Chemistry,Pankaj Mahajan,9_A_17,90117,78,90,66,84,N,4,3,2,0.1,9,31
9,A,Biology,Pankaj Mahajan,9_A_17,90117,83,56,49,91,N,8,8,5,0.2,7,94
9,A,English,Pankaj Mahajan,9_A_17,90117,68,83,59,91,N,4,3,4,0.2,4,34
9,A,Social,Pankaj Mahajan,9_A_17,90117,92,70,42,46,N,8,10,10,0.7,5,95
9,A,Painting,Pankaj Mahajan,9_A_17,90117,94,92,94,79,N,10,7,6,0.6,10,51
9,A,Maths,Hrithik Choudhury,9_A_18,90118,79,83,56,83,N,3,8,7,0.7,6,73
9,A,Physics,Hrithik Choudhury,9_A_18,90118,78,40,63,73,N,7,3,7,0.6,10,55
9,A,Chemistry,Hrithik Choudhury,9_A_18,90118,97,58,65,42,N,4,8,5,0.9,9,44
